Barcode,Latitude/Longitude - Latitude,Latitude/Longitude - Longitude,Name of the village,HH00:Interview the HH (presence of HH members) ,HHma:Number of adult male ,HHfa:Number of adult  female ,HHmado:Number of Adloscent male ,HHfado:Number of Adloscent female ,HHmh5:Number of male children(>5yrs),HHfH5:Number of female children (>5yrs),HHml5:Number of male children(<=5yrs),HHfl5:Number of female children(<=5yrs),HHmsp:Number of male member who need assistance to access the latrine or defecate in the open ,HHfsp:Number of female member who need assistance to access the latrine or defecate in the open   ,HHsx:Sex of the interviewee,Economic status during data collection,HH01(old): Safe & Protected Main Drinking Water Source(old),HH01(new): Safe & Protected Main Drinking Water Source(new),HH02old: Drinking Water Management from Source to Cup(old),HH02new: Drinking Water Management from Source to Cup(new),HH03old: Quality of Latrine(old),HH03new: Quality of Latrine(new),HH03A:Shared latrine ,HH03B:Type of latrine ,HH3B:Type of Latrine(pls specify),HH04: Latrine use by whom,HH04A:Latrine use_All members,HH05:Latrine use when ,HH06:Hand washing provisions after defaecation ,HH07(dne):Sludge management(done),HH07(ftr):Sludge management(future),Image_water point ,Image (Latrine)
1411121322,22.389433,91.937855,Ahakhubdandi uttar,yes ,1,2,1,0,0,0,0,0,0,0,female,PP,B,B,B,B,B,A,A,A,,B,yes,A,C,F,C,1410334563925.jpg,1410334432100.jpg
1411121326,22.407699,91.93603,Ahakubdandi uttar,yes ,1,1,0,0,0,1,2,0,0,0,female,PP,B,B,D,C,B,B,A,A,,B,No,A,C,F,C,1410335792142.jpg,1410335780187.jpg
1411121311,22.407699,91.93603,Ahakubdandi uttar,yes ,1,1,0,0,0,0,1,0,0,0,female,UP,D,D,C,D,A,A,B,A,,B,No,A,C,C,,1410408280990.jpg,1410408298231.jpg
1411121335,22.407699,91.93603,Ahakubdandi uttar,yes ,3,1,0,1,1,0,0,0,0,0,female,NP,B,B,D,C,B,A,A,A,,B,yes,A,C,C,,1410409231930.jpg,1410409206474.jpg
1411121316,22.407699,91.93603,Ahakubdandi uttar,yes ,3,3,0,0,0,0,0,0,0,0,female,UP,C,D,C,D,C,C,B,A,,B,yes,A,C,C,,1410410389210.jpg,1410410365087.jpg
1411121315,22.407699,91.93603,Ahakubdandi uttar,yes ,2,1,1,0,1,1,1,0,0,0,female,UP,B,B,D,C,A,A,B,B,,B,No,A,C,C,,1410411311436.jpg,1410411294141.jpg
1416232315,21.568276,92.070376,West gojalia,yes ,1,1,0,0,0,0,0,2,0,0,female,UP,A,A,A,A,A,A,A,B,,A,yes,A,B,C,,1410411654589.jpg,1410411616344.jpg
1416232316,21.579664,92.067446,West gojalia,yes ,1,1,0,3,1,1,0,0,0,0,female,UP,B,B,A,A,B,A,A,A,,B,yes,A,C,C,,1410412946799.jpg,1410412681489.jpg
2523188732,22.815348,89.149554,South sarsa -2,yes ,1,1,0,0,1,1,0,0,0,0,male,NP,E,E,E,E,D,D,A,A,,B,yes,A,B,F,A,1410414708650.jpg,1410414758162.jpg
2523188712,22.811506,89.150078,South sarsa -2,yes ,1,1,0,0,0,0,1,0,0,0,female,UP,A,A,B,B,C,C,A,A,,B,No,B,E,F,C,1410419001869.jpg,1410416689339.jpg
2523188723,22.815348,89.149554,South sarsa -2,yes ,1,2,1,0,2,0,0,0,0,0,female,PP,E,E,E,E,B,B,A,A,,B,yes,B,D,B,,1410418361398.jpg,1410418410329.jpg
1433454732,24.759249,89.240797,D.Jamgram,yes ,2,3,0,0,0,0,0,0,0,0,male,NP,B,B,A,A,B,A,A,A,,B,yes,A,D,F,B,1410416509636.jpg,1410416270990.jpg
1433454733,24.759249,89.240797,D.Jamgram,yes ,1,1,0,1,1,0,0,0,0,0,female,NP,B,B,A,A,C,C,A,C,,A,yes,A,C,F,C,1410417470078.jpg,1410417493781.jpg
1433454734,24.759722,89.210754,D.Jamgram,yes ,1,1,0,0,0,0,1,1,0,0,female,NP,B,B,A,A,B,A,B,C,,A,yes,B,D,F,C,1410418685086.jpg,1410418715673.jpg
1433454736,24.759249,89.240797,D.Jamgram,yes ,1,1,0,0,0,0,1,0,0,0,female,NP,B,B,B,B,B,B,B,A,,B,yes,A,D,C,,1410420087536.jpg,1410420117768.jpg
2523188714,22.816785,89.154702,South sarsa -2,yes ,2,1,0,0,0,0,0,1,0,0,female,PP,E,E,E,E,B,A,C,A,,B,No,B,D,C,,1410420933134.jpg,1410420984608.jpg
1433454731,24.759249,89.240797,D.Jamgram,yes ,2,1,0,0,1,0,0,0,0,0,female,NP,B,C,B,C,C,C,A,A,,A,yes,A,D,C,,1410421864340.jpg,1410421989315.jpg
1433454735,24.759249,89.240797,D.Jamgram,yes ,1,1,0,0,0,0,0,0,0,0,male,NP,B,B,A,A,A,A,A,C,,B,yes,A,C,F,C,1410422971405.jpg,1410422995968.jpg
2523188715,22.816785,89.154702,South sarsa -2,yes ,0,2,1,0,0,1,0,0,0,0,female,PP,A,A,B,B,D,D,A,A,,B,yes,B,C,B,,1410423588027.jpg,1410422562105.jpg
1420292911,23.588946,89.83331,Bilmamudpur,yes ,1,1,0,1,1,0,0,0,0,0,female,UP,D,D,D,D,B,E,A,A,,B,yes,B,D,C,,1410414635053.jpg,1410414678400.jpg
1420292912,23.581922,89.850687,Bilmamudpur,yes ,0,1,0,1,0,0,0,0,0,0,female,UP,D,D,D,D,D,D,A,A,,B,yes,B,D,F,C,1410416492553.jpg,1410416526838.jpg
1420292931,23.575576,89.850808,Bilmamudpur,yes ,2,1,1,0,0,0,0,0,0,0,male,NP,A,A,D,C,B,A,A,A,,B,yes,B,B,F,C,1410418321110.jpg,1410418343946.jpg
1433454721,24.759249,89.240797,Dakhin. Jamgram,yes ,1,2,0,1,1,0,0,0,0,0,female,PP,C,C,A,A,B,A,A,A,,B,yes,A,B,F,A,1410416539100.jpg,1410416568325.jpg
1433454722,24.759249,89.240797,Dakhin. Jamgram,yes ,1,1,0,1,0,1,0,1,0,0,female,PP,B,B,A,A,C,C,A,A,,A,yes,A,B,F,A,1410418556496.jpg,1410418581958.jpg
1420292921,23.578737,89.84924,Bilmamudpur,yes ,2,3,0,0,1,0,1,1,0,0,male,PP,B,B,D,C,A,A,A,B,,A,yes,B,B,F,C,1410419883825.jpg,1410419903975.jpg
1433454723,24.759249,89.240797,Dakhin. Jamgram,yes ,1,1,1,0,1,0,0,0,0,0,female,PP,D,D,C,D,B,B,B,A,,B,yes,A,B,F,C,1410420794286.jpg,1410420828297.jpg
1433454725,24.759249,89.240797,Dakhin. Jamgram,yes ,1,1,0,0,0,0,0,0,0,0,female,PP,B,B,D,C,B,A,B,A,,B,yes,A,B,F,B,1410422303937.jpg,1410422363229.jpg
1433454726,24.759249,89.240797,Dakhin. Jamgram,yes ,1,2,1,1,0,0,0,0,0,0,female,PP,B,B,D,C,B,A,A,A,,B,yes,A,B,F,D,1410423772396.jpg,1410423802349.jpg
1433454724,24.759249,89.240797,Dakhin. Jamgram,yes ,3,1,0,0,0,0,0,0,0,0,male,PP,B,B,A,A,B,A,A,A,,B,yes,A,B,F,A,1410425238669.jpg,1410425267285.jpg
1411121312,22.407699,91.93603,Ahakubdandi uttar,yes ,1,1,0,0,0,0,0,0,0,0,male,UP,B,B,B,B,C,C,A,B,,B,yes,A,D,C,,1410408567662.jpg,1410408592356.jpg
1411121313,22.407699,91.93603,Ahakubdandi uttar,yes ,2,1,1,0,0,0,0,0,0,0,female,UP,B,B,B,B,C,C,A,B,,B,yes,A,C,C,,1410410140453.jpg,1410410168321.jpg
1411121314,22.407699,91.93603,Ahakubdandi uttar,yes ,2,2,0,1,0,0,0,0,0,0,female,UP,B,B,D,C,B,B,B,A,,B,yes,A,D,F,D,1410411479718.jpg,1410411495442.jpg
1411121324,22.407699,91.93603,Ahakubdandi uttar,yes ,3,2,0,0,0,1,0,0,0,0,male,PP,B,B,B,B,C,C,A,A,,B,yes,A,D,D,,1410409014523.jpg,1410409055254.jpg
1430424432,22.923052,89.009745,Bacora,yes ,1,2,1,0,0,0,0,0,0,0,female,NP,A,A,A,A,B,A,B,A,,B,yes,A,D,F,C,1410336165386.jpg,1410322997431.jpg
2505117533,24.819448,91.798618,Purbosirajpur,yes ,2,2,0,1,0,0,0,0,0,0,male,NP,B,B,B,B,B,A,A,C,,B,yes,A,A,F,C,1410430691532.jpg,1410430700483.jpg
2505117512,24.818868,91.77475,Purbosirajpur,yes ,1,1,2,0,1,1,1,1,0,0,female,UP,B,B,B,B,C,C,A,C,,B,No,A,D,F,C,1410431779189.jpg,1410431788204.jpg
2505117531,24.819448,91.798618,Purbsirajpur,yes ,2,1,0,1,0,0,0,0,0,0,male,NP,B,B,A,A,B,A,A,C,,B,yes,A,A,F,C,1410432871887.jpg,1410432881526.jpg
1415202032,23.14264,91.319121,Handa,yes ,1,1,0,0,1,0,0,1,0,0,female,PP,D,D,D,D,C,C,A,A,,B,No,B,C,D,,1410411482636.jpg,1410411526551.jpg
1430424433,22.923052,89.009745,Bacora,yes ,2,2,0,0,1,0,0,0,0,0,female,NP,A,A,A,A,B,A,A,C,,B,yes,A,B,F,C,1410324388205.jpg,1410323879248.jpg
1415202016,23.142291,91.31961,Handa,yes ,2,3,0,0,1,0,0,1,0,0,female,UP,B,B,D,D,D,D,A,A,,B,No,A,D,F,C,1410413508510.jpg,1410413561987.jpg
1415202015,23.140011,91.318562,Handa,yes ,1,1,0,1,0,0,0,0,0,0,female,PP,B,B,A,A,C,C,A,A,,B,yes,A,D,C,,1410415165230.jpg,1410415267863.jpg
1415202014,23.141713,91.319176,Handa,yes ,1,2,1,0,0,0,1,1,0,0,female,UP,D,D,C,D,D,D,A,A,,B,yes,B,D,C,,1410416212123.jpg,1410416318981.jpg
1415202021,23.150603,91.324538,Handa,yes ,4,3,1,0,2,1,0,1,0,0,female,NP,D,C,D,C,C,C,A,A,,B,No,B,E,C,,1410417614180.jpg,1410417718277.jpg
1415202023,23.150603,91.324538,Handa,yes ,1,1,2,0,0,0,1,1,0,0,female,PP,D,C,D,D,D,E,A,A,,A,yes,B,D,C,,1410419124688.jpg,1410419216721.jpg
1415202024,23.140871,91.319409,Handa,yes ,1,2,0,1,0,0,1,0,0,0,female,PP,B,B,D,C,D,E,A,A,,B,yes,B,D,C,,1410419632299.jpg,1410419780455.jpg
1415202034,23.150603,91.324538,Handa,yes ,3,2,1,1,0,0,0,0,0,0,female,NP,B,B,B,B,C,C,A,A,,B,yes,B,D,C,,1410422188938.jpg,1410422347587.jpg
1415202036,23.247623,91.291204,Handa,"No,moved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1430424411,22.923052,89.009745,Bacora,yes ,1,1,1,0,0,0,0,0,0,0,female,UP,A,A,D,C,C,C,B,B,,B,yes,A,D,C,,1410335182513.jpg,1410325366902.jpg
2516155734,22.218548,89.252504,matiavanga- 1,yes ,3,1,0,0,0,0,0,0,0,0,female,NP,A,A,B,B,C,C,B,A,,B,yes,A,E,F,C,1410337777749.jpg,1410337454234.jpg
1430424422,22.918859,89.008122,Bacora,yes ,1,1,0,0,1,0,0,0,0,0,female,PP,A,A,A,A,D,D,A,A,,B,yes,A,B,F,C,1410335147350.jpg,1410326197802.jpg
2516155732,22.218548,89.252504,matiavanga- 1,yes ,1,1,1,1,0,0,0,0,0,0,female,NP,A,A,B,B,B,A,A,C,,B,yes,A,D,F,C,1410444636370.jpg,1410337076988.jpg
1430424412,22.923052,89.009745,Bacora,yes ,1,1,0,1,1,1,0,0,0,0,female,UP,A,A,B,B,A,A,A,B,,B,yes,A,D,B,,1410335101382.jpg,1410326980566.jpg
1430424413,22.972742,89.049293,Bacora,yes ,1,1,0,0,1,0,0,0,0,0,female,UP,A,A,A,A,A,B,B,B,,B,yes,A,D,C,,1410335041957.jpg,1410327769936.jpg
1430424434,22.923052,89.009745,Bacora,yes ,1,2,0,0,0,0,0,0,0,0,female,NP,A,A,A,A,B,A,A,A,,B,yes,A,B,F,C,1410334584507.jpg,1410328766778.jpg
1430424435,22.972742,89.049293,Bacora,yes ,2,2,0,0,1,0,0,0,0,0,female,NP,A,A,A,A,B,A,A,A,,B,yes,A,B,B,,1410334027497.jpg,1410333299195.jpg
1430424414,22.923052,89.009745,Bacora,yes ,0,1,1,0,0,0,0,0,0,0,female,UP,A,A,A,A,B,A,A,A,,B,yes,A,B,F,C,1410410555212.jpg,1410410523153.jpg
1430424423,22.923052,89.009745,Bacora,yes ,1,2,1,0,0,0,0,0,0,0,female,PP,A,A,A,A,B,B,A,A,,B,yes,A,D,C,,1410415961097.jpg,1410412870060.jpg
1430424415,22.960258,89.040126,Bacora,yes ,1,1,1,0,0,0,1,0,0,0,female,UP,A,A,A,A,A,A,A,B,,A,yes,A,C,C,,1410416029235.jpg,1410414405029.jpg
1430424424,22.963507,89.038683,Bacora,yes ,3,2,0,0,1,0,0,1,0,0,female,PP,A,A,A,A,B,A,A,A,,B,No,A,D,C,,1410416118768.jpg,1410415403337.jpg
2516155722,22.218548,89.252504,matiavanga- 1,yes ,2,2,1,0,1,1,1,0,0,0,male,PP,A,A,B,B,D,D,A,B,,A,yes,A,E,C,,1410461854824.jpg,1410336150098.jpg
2516155713,22.218548,89.252504,matiavanga- 1,yes ,2,2,1,0,0,0,0,0,0,0,female,UP,A,A,B,B,A,A,A,B,,B,yes,A,C,F,C,1410462682496.jpg,1410335106529.jpg
2516155735,22.218548,89.252504,matiavanga- 1,yes ,1,1,0,0,1,0,1,1,0,0,female,NP,A,A,A,A,C,C,A,A,,B,No,A,D,F,C,1410463268850.jpg,1410332972361.jpg
1415202013,23.14423,91.319156,Handa,yes ,0,1,1,0,1,0,0,0,0,0,female,UP,B,B,B,B,D,D,B,A,,B,No,A,B,D,,1410409894508.jpg,1410409928930.jpg
1415202012,23.150603,91.324538,Handa,yes ,0,2,0,1,1,0,1,0,0,0,female,UP,C,D,C,D,D,D,A,A,,A,yes,A,C,D,,1410410635246.jpg,1410410675847.jpg
1415202026,23.150603,91.324538,Handa,yes ,2,1,0,1,0,0,0,0,0,0,female,PP,C,D,C,D,D,D,A,A,,B,yes,A,D,D,,1410411693907.jpg,1410411722280.jpg
1415202025,23.150603,91.324538,Handa,yes ,1,1,1,2,0,0,0,0,0,0,female,PP,C,D,C,D,D,E,A,A,,B,yes,A,B,D,,1410412778457.jpg,1410412825297.jpg
1415202035,23.150603,91.324538,Handa,yes ,1,1,0,1,0,1,0,1,0,0,female,NP,B,B,B,B,A,A,A,A,,A,yes,A,D,D,,1410414199264.jpg,1410414332816.jpg
1415202011,23.150603,91.324538,Handa,yes ,1,1,0,0,0,0,2,0,0,0,female,UP,D,D,D,D,E,F,,,,,,,,,,,
1415202031,23.150603,91.324538,Handa,yes ,2,2,2,1,0,0,0,1,0,0,male,NP,A,A,B,B,B,A,A,A,,B,yes,A,C,D,,1410417104361.jpg,1410417158817.jpg
1415202022,23.150603,91.324538,Handa,yes ,2,4,0,0,0,0,1,3,0,0,male,PP,B,B,B,B,B,A,A,A,,B,yes,A,B,F,D,1410418258607.jpg,1410418282615.jpg
1415202033,23.150603,91.324538,Handa,yes ,1,2,1,0,2,1,0,0,0,0,female,NP,D,D,C,D,B,A,A,B,,A,yes,A,B,F,D,1410419406691.jpg,1410419475770.jpg
1419272713,22.822791,89.35613,Sovna Pacim para,yes ,1,1,0,0,0,0,0,0,0,0,female,UP,A,A,B,B,C,C,A,A,,B,yes,B,B,F,C,1410152074395.jpg,1410152155652.jpg
1419272711,22.808841,89.342721,Sovna pacimpara,yes ,2,1,1,0,0,0,1,0,1,0,female,UP,A,A,B,B,C,C,A,A,,B,No,B,B,F,C,1410155011545.jpg,1410154760790.jpg
1419272716,22.807541,89.344772,sovna pacimpara,yes ,1,1,0,0,1,0,1,0,0,0,female,UP,A,A,A,A,E,F,,,,,,,,,,,
1419272731,22.809381,89.346883,Sovna pacimpara,yes ,1,2,0,0,0,0,1,2,0,0,female,NP,A,A,D,C,C,C,A,A,,B,yes,B,D,F,C,1410247786975.jpg,1410247649291.jpg
1419272714,22.807807,89.343566,Sovna pacimpara,yes ,1,1,0,0,0,0,0,0,0,0,female,UP,A,A,D,C,C,C,A,A,,B,yes,B,D,F,C,1410156326708.jpg,1410156107156.jpg
1419272715,22.789282,89.346315,Sovna pacimpara,yes ,1,1,0,0,0,1,0,1,0,0,female,UP,A,A,A,A,C,C,A,B,,B,No,B,D,F,C,1410242957145.jpg,1410242826098.jpg
1419272735,22.806838,89.342308,Sovna pacimpara,yes ,3,1,0,0,0,0,0,0,0,0,female,NP,A,A,A,A,C,C,A,A,,B,yes,A,B,F,C,1410157804766.jpg,1410157856505.jpg
1419272712,22.823382,89.332947,Sovna pacimpara,yes ,1,1,0,0,0,1,1,0,0,0,female,UP,A,A,D,C,B,A,C,A,,B,No,A,B,A,,1410238897411.jpg,1410238767801.jpg
1419272721,22.803553,89.346128,Sovna pacimpara,yes ,2,1,0,2,0,0,0,1,0,0,male,PP,A,A,A,A,B,A,A,A,,B,yes,B,B,F,C,1410159675768.jpg,1410159604499.jpg
1419272724,22.822791,89.35613,Sovna pacimpara,yes ,1,1,0,0,0,0,1,0,0,0,female,PP,A,A,A,A,C,C,B,A,,B,yes,B,B,F,C,1410236521256.jpg,1410236406578.jpg
1419272723,22.822791,89.35613,Sovna pacimpara,yes ,1,1,0,0,1,0,1,0,0,0,female,PP,A,A,D,C,C,C,C,B,,B,No,B,B,F,E,1410168222189.jpg,1410167957453.jpg
1419272736,22.82088,89.294006,Sovna pacimpara,yes ,3,3,0,0,0,0,0,0,0,0,female,NP,A,A,D,C,B,A,A,C,,B,yes,A,A,F,C,1410170141564.jpg,1410169750834.jpg
1419272722,22.809503,89.346831,Sovna pacimpara,yes ,2,1,1,0,0,0,1,0,0,0,female,PP,C,D,D,C,C,C,A,A,,B,yes,B,B,C,,1410178511735.jpg,1410178283677.jpg
1419272734,22.823382,89.332947,Sovna pacimpara,yes ,1,1,1,0,0,0,0,1,0,0,female,NP,A,A,B,B,C,C,A,A,,B,yes,B,B,F,C,1410233976205.jpg,1410233672753.jpg
1419272726,22.82088,89.294006,sovna pacimpara,yes ,1,1,0,0,0,0,2,0,0,0,female,PP,A,A,A,A,C,C,A,A,,B,yes,B,B,F,C,1410172372847.jpg,1410172303097.jpg
1419272725,22.808935,89.346852,sovna pacimpara,yes ,1,1,0,1,0,0,0,1,0,0,female,PP,A,A,A,A,C,C,A,A,,B,yes,B,B,F,C,1410173453611.jpg,1410173588195.jpg
1419272733,22.809596,89.345415,Sovna pacimpara,yes ,4,3,0,1,0,0,0,0,0,0,female,NP,A,A,A,A,C,C,A,A,,B,yes,B,B,F,C,1410174770184.jpg,1410174804228.jpg
1419272732,22.823382,89.332947,Sovna pacimpara,yes ,3,4,0,1,1,2,1,0,0,0,male,NP,A,A,A,A,B,A,A,C,,A,yes,A,A,F,C,1410175868450.jpg,1410175801529.jpg
2511504533,25.012996,91.900608,Julurmuk,yes ,1,1,0,0,1,1,0,0,0,0,female,NP,B,B,B,C,D,E,C,A,,C,No,C,D,F,E,1410258047872.jpg,1410258081675.jpg
2511504534,25.002805,91.93468,Julurmukh,yes ,2,1,3,0,1,0,0,0,0,0,male,NP,B,B,C,C,D,E,C,A,,B,No,B,E,D,,1410261363982.jpg,1410261393288.jpg
1436515322,24.239185,90.557917,Bitipara,yes ,4,4,1,0,0,0,0,0,0,0,male,PP,B,B,B,B,C,C,A,A,,B,yes,A,B,C,,1410668782113.jpg,1410668797925.jpg
1447717336,22.945463,89.234245,Muggunni,yes ,1,2,2,0,0,0,0,0,0,0,female,NP,A,A,A,A,B,A,A,A,,B,yes,A,B,C,,1410671984971.jpg,1410672011099.jpg
1447717325,22.945463,89.234245,Muggunni,yes ,1,1,0,0,1,0,0,0,0,0,female,PP,A,A,A,A,B,A,B,A,,A,yes,A,C,C,,1410673504483.jpg,1410673548173.jpg
1446687013,23.392043,89.542424,Nikhorhata,yes ,1,2,0,3,0,1,1,0,0,1,male,UP,B,B,A,A,A,B,A,B,,B,No,B,C,A,,1410673845032.jpg,1410673806235.jpg
1447717314,22.926175,89.222582,Muggunni,yes ,1,1,1,0,1,0,0,0,0,0,female,UP,A,A,A,A,A,A,A,A,,A,yes,A,C,F,C,1410675524890.jpg,1410675563237.jpg
1402030332,26.22761,88.461139,maligaon,yes ,3,2,0,0,0,0,0,0,0,0,male,NP,B,C,A,A,A,B,B,B,,A,yes,B,C,F,B,1410676238540.jpg,1410676282204.jpg
1447717315,22.926175,89.222582,Muggunni,yes ,0,1,0,0,1,0,0,0,0,0,female,UP,A,A,B,B,A,A,B,B,,A,yes,A,B,F,C,1410677123066.jpg,1410677150513.jpg
1402030312,26.227488,88.46064,maligaon,yes ,1,2,1,0,0,0,0,0,0,0,female,UP,B,B,C,D,A,B,B,B,,A,yes,B,C,F,C,1410677063277.jpg,1410677144730.jpg
1402030315,26.227806,88.459963,maligaon,yes ,1,1,1,0,1,0,0,0,0,0,female,UP,E,E,E,E,C,C,A,A,,B,yes,D,C,F,C,1410678066266.jpg,1410678115690.jpg
1447717331,22.945463,89.234245,Muggunni,yes ,1,2,0,0,1,0,0,0,0,0,female,NP,A,A,A,A,A,A,B,A,,A,yes,A,C,F,C,1410678446049.jpg,1410678502372.jpg
1436515326,24.239185,90.557917,Bitipara,yes ,1,1,0,0,0,1,0,1,0,0,female,PP,D,C,C,B,D,D,A,A,,B,No,A,E,F,C,1410678417548.jpg,1410678467403.jpg
1402030323,26.227391,88.460831,maligoan,yes ,2,2,0,0,0,0,1,0,0,0,female,PP,E,E,E,E,C,C,A,A,,A,yes,B,D,F,A,1410678900703.jpg,1410678913601.jpg
1446687034,23.391752,89.529393,Nikhorhata,yes ,1,1,0,0,1,0,1,1,0,0,female,NP,D,D,C,D,B,B,A,A,,B,No,B,C,F,C,1410676056345.jpg,1410676117530.jpg
1446687012,23.391752,89.529393,Nikhorhata,yes ,1,1,0,2,1,1,0,0,0,0,female,UP,D,D,C,D,D,D,A,B,,B,yes,B,C,B,,1410678956143.jpg,1410678848776.jpg
1402030326,26.22507,88.468215,maligoan,yes ,1,1,0,0,0,0,0,0,0,0,female,PP,E,E,E,E,C,C,A,A,,A,yes,B,C,F,C,1410679784776.jpg,1410679813711.jpg
1416232324,21.573967,92.077252,West gojalia,yes ,3,3,3,0,1,2,1,1,0,0,female,PP,A,A,A,A,B,A,A,A,,A,yes,A,B,F,C,1410675061287.jpg,1410675082740.jpg
1436515335,24.246638,90.541408,Bitipara,yes ,0,2,0,0,0,0,0,0,0,0,female,NP,C,D,D,D,C,C,A,A,,D,yes,A,E,F,C,1410680261324.jpg,1410680302039.jpg
1447717335,22.945463,89.234245,Muggunni,yes ,3,1,1,1,0,0,0,0,0,0,female,NP,A,A,B,B,B,A,A,A,,B,yes,A,B,C,,1410680665344.jpg,1410680725483.jpg
1416232325,21.574116,92.077394,West gojalia,yes ,1,1,1,0,1,2,0,0,0,0,female,PP,A,A,A,A,B,A,A,A,,B,yes,A,B,C,,1410675634027.jpg,1410675673047.jpg
1416232331,21.574159,92.07744,West gojalia,yes ,2,1,2,0,0,2,1,0,0,0,female,NP,A,A,A,A,B,A,A,A,,A,yes,A,A,F,C,1410676748697.jpg,1410676803511.jpg
1436515336,24.246638,90.541408,Bitipara,yes ,1,1,0,0,0,0,0,0,0,0,female,NP,D,D,C,D,C,C,A,A,,B,yes,A,E,F,C,1410682794079.jpg,1410682820422.jpg
1446687014,23.391835,89.547573,Nikhorhata,yes ,1,2,0,0,1,2,2,0,1,0,female,UP,B,B,A,A,A,B,A,B,,B,No,B,C,B,,1410681950693.jpg,1410681452939.jpg
1446687032,23.396283,89.58263,Nikhorhata,"No,nobody home ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1416232326,21.574075,92.077382,West gojalia,yes ,1,1,0,0,0,0,0,1,0,0,female,PP,A,A,A,A,B,A,A,A,,A,yes,A,B,C,,1410687371746.jpg,1410687387237.jpg
1436515325,24.239185,90.557917,Bitipara,yes ,1,1,0,0,0,0,0,0,0,0,male,PP,C,D,C,D,E,E,A,A,,B,yes,A,E,F,D,1410677185848.jpg,1410677200757.jpg
1436515334,24.239185,90.557917,Bitipara,yes ,3,1,0,1,0,0,0,0,0,0,female,NP,A,A,A,A,E,E,A,A,,B,yes,A,E,F,D,1410675030717.jpg,1410675064327.jpg
1420292922,23.591554,89.876123,Bilmamudpur,yes ,1,2,0,0,0,0,0,1,0,0,female,PP,A,A,D,C,B,A,A,A,,A,yes,B,B,D,,1410665174219.jpg,1410665870462.jpg
1416232332,21.573982,92.077493,West gojalia,yes ,1,1,1,1,0,0,0,0,0,0,female,NP,A,A,A,A,B,A,A,A,,B,yes,A,C,F,C,1410685455134.jpg,1410685732673.jpg
1416232333,21.573977,92.077513,West gojalia,yes ,4,2,0,0,0,1,0,0,0,0,female,NP,C,D,C,D,B,A,A,C,,B,yes,A,C,C,,1410686418966.jpg,1410686453606.jpg
1416232334,21.574052,92.077436,West gojalia,yes ,1,1,0,2,1,1,0,0,0,0,female,NP,A,A,A,A,B,A,A,C,,A,yes,A,A,F,C,1410686803949.jpg,1410686911989.jpg
1420292914,23.575574,89.850797,Bilmamudpur,yes ,3,1,0,2,0,0,0,0,0,0,female,UP,A,A,D,C,C,C,A,A,,B,yes,B,E,C,,1410668548767.jpg,1410668439629.jpg
1416232335,21.574143,92.071839,West gojalia,yes ,3,3,2,0,0,1,3,0,0,0,female,NP,A,A,A,A,B,A,A,C,,A,yes,A,A,F,C,1410687079909.jpg,1410687097556.jpg
1433464812,24.875265,89.187261,Shardarpara,yes ,1,2,0,0,1,0,0,0,0,0,female,UP,B,B,A,A,C,C,A,A,,A,yes,A,C,C,,1410672503259.jpg,1410672626785.jpg
1416232336,21.573892,92.071411,West gojalia,yes ,2,2,1,1,1,1,1,0,0,0,female,NP,A,A,A,A,B,A,A,A,,A,yes,A,C,F,C,1410687615503.jpg,1410687628725.jpg
1420292913,23.570964,89.849402,Bilmamudpur,yes ,1,1,1,0,0,1,0,0,0,0,female,UP,B,B,D,C,A,A,C,B,,B,yes,B,C,F,C,1410664208051.jpg,1410664238317.jpg
2506356113,25.006069,91.66254,modup pur,yes ,1,1,0,3,0,1,2,0,0,0,female,UP,A,A,A,A,C,C,A,A,,A,yes,A,D,F,D,1410666694734.jpg,1410666519714.jpg
2506356131,25.006069,91.66254,modup pur,yes ,3,2,1,1,0,1,1,4,0,0,female,NP,A,A,A,A,B,B,A,A,,A,yes,A,C,C,,1410669142766.jpg,1410669010794.jpg
2506356111,25.006069,91.66254,modup pur,yes ,2,1,0,0,0,0,0,0,0,0,female,UP,A,A,A,A,A,A,A,B,,B,yes,A,C,F,C,1410670054485.jpg,1410669956355.jpg
2506356135,25.010484,91.662063,modup pur,yes ,4,1,0,0,0,0,0,0,0,0,female,NP,B,B,A,A,B,E,A,A,,B,yes,A,D,E,,1410671854426.jpg,1410671807721.jpg
1420292923,23.58912,89.876235,Bilmamudpur,yes ,1,2,0,1,0,1,0,0,0,0,female,PP,A,A,D,C,B,A,A,A,,B,yes,B,C,F,C,1410667136635.jpg,1410667197926.jpg
2506356123,25.000632,91.660959,modup pur,yes ,3,1,1,1,1,1,0,0,0,0,female,PP,B,B,A,A,D,E,A,A,,B,yes,A,E,E,,1410674174371.jpg,1410674290626.jpg
2506356133,25.00016,91.660218,modup pur,yes ,2,1,1,3,0,0,0,0,0,0,female,NP,B,B,A,A,B,A,A,A,,B,yes,A,D,C,,1410678418961.jpg,1410675983347.jpg
2506356125,25.00016,91.660218,modup pur,yes ,1,1,2,0,0,0,0,0,0,0,female,PP,B,B,A,A,B,A,A,A,,B,yes,A,D,C,,1410678065405.jpg,1410677976499.jpg
